Latitude, Longitude, Data Value
82, 65, -1.10301
82, 66, -1.10789
82, 67, -1.1103
82, 68, -1.07394
82, 69, -1.0292
82, 70, -1.0349
82, 71, -1.08063
82, 72, -1.09904
82, 73, -1.04904
82, 74, -0.94778
82, 75, -0.851069
82, 76, -0.787397
82, 77, -0.757835
82, 78, -0.79189
82, 79, -0.880629
82, 80, -0.961178
82, 81, -1.0791
82, 82, -1.14594
82, 83, -1.19252
82, 84, -1.21608
82, 85, -1.24167
82, 86, -1.26178
82, 87, -1.28868
82, 88, -1.26698
82, 89, -1.26918
82, 90, -1.28981
82, 91, -1.32148
82, 92, -1.37838
82, 93, -1.47104
82, 94, -1.52989
82, 95, -1.58756
82, 96, -1.63556
82, 97, -1.67833
82, 98, -1.70687
82, 99, -1.72367
82, 100, -1.72509
82, 101, -1.71556
82, 102, -1.71802
82, 103, -1.72564
82, 104, -1.71008
82, 105, -1.71353
82, 106, -1.7392
82, 107, -1.75865
82, 108, -1.76054
82, 109, -1.76487
82, 110, -1.77564
82, 111, -1.78862
82, 112, -1.79679
82, 113, -1.79928
82, 114, -1.8001
82, 115, -1.79983
82, 116, -1.79925
82, 117, -1.79846
82, 118, -1.79854
82, 119, -1.79873
82, 120, -1.79756
82, 121, -1.79561
82, 122, -1.79539
82, 123, -1.79728
82, 124, -1.7992
82, 125, -1.79991
82, 126, -1.79999
82, 127, -1.79997
82, 128, -1.79991
82, 129, -1.79999
82, 130, -1.79997
82, 131, -1.79999
82, 132, -1.79997
82, 133, -1.79986
82, 134, -1.79991
82, 135, -1.79994
82, 136, -1.80005
82, 137, -1.80019
82, 138, -1.80057
82, 139, -1.80084
82, 140, -1.80063
82, 141, -1.80032
82, 142, -1.80019
82, 143, -1.79978
82, 144, -1.79862
82, 145, -1.79849
82, 146, -1.79934
82, 147, -1.79986
82, 148, -1.79983
82, 149, -1.79983
82, 150, -1.79991
82, 151, -1.79999
82, 152, -1.79999
82, 153, -1.79999
82, 154, -1.79999
82, 155, -1.79999
82, 156, -1.79999
82, 157, -1.79999
82, 158, -1.79999
82, 159, -1.79999
82, 160, -1.79999
82, 161, -1.79999
82, 162, -1.79999
82, 163, -1.79999
82, 164, -1.79999
82, 165, -1.79999
82, 166, -1.79999
82, 167, -1.79999
82, 168, -1.79999
82, 169, -1.79999
82, 170, -1.79999
82, 171, -1.79999
82, 172, -1.79999
82, 173, -1.79999
82, 174, -1.79999
82, 175, -1.79999
82, 176, -1.79999
82, 177, -1.79999
82, 178, -1.79999
82, 179, -1.79999
82, 180, -1.79912
82, -179, -1.79994
82, -178, -1.79956
82, -177, -1.79906
82, -176, -1.79912
82, -175, -1.79967
82, -174, -1.79999
82, -173, -1.79999
82, -172, -1.79999
82, -171, -1.79999
82, -170, -1.79999
82, -169, -1.79999
82, -168, -1.79999
82, -167, -1.79999
82, -166, -1.79999
82, -165, -1.79999
82, -164, -1.79999
82, -163, -1.79999
82, -162, -1.79999
82, -161, -1.79999
82, -160, -1.79999
82, -159, -1.79999
82, -158, -1.79999
82, -157, -1.79999
82, -156, -1.79999
82, -155, -1.79999
82, -154, -1.79999
82, -153, -1.79999
82, -152, -1.79999
82, -151, -1.79999
82, -150, -1.79999
82, -149, -1.79999
82, -148, -1.79999
82, -147, -1.79999
82, -146, -1.79999
82, -145, -1.79999
82, -144, -1.79999
82, -143, -1.79999
82, -142, -1.79999
82, -141, -1.79997
82, -140, -1.79966
82, -139, -1.79868
82, -138, -1.79742
82, -137, -1.79698
82, -136, -1.79736
82, -135, -1.79783
82, -134, -1.79857
82, -133, -1.79947
82, -132, -1.79997
82, -131, -1.79999
82, -130, -1.79999
82, -129, -1.79999
82, -128, -1.79999
82, -127, -1.79999
82, -126, -1.79999
82, -125, -1.79999
82, -124, -1.79999
82, -123, -1.79999
82, -122, -1.79999
82, -121, -1.79999
82, -120, -1.79999
82, -119, -1.79999
82, -118, -1.79999
82, -117, -1.79999
82, -116, -1.79999
82, -115, -1.79999
82, -114, -1.79999
82, -113, -1.79999
82, -112, -1.79999
82, -111, -1.79999
82, -110, -1.79999
82, -109, -1.79999
82, -108, -1.79999
82, -107, -1.79999
82, -106, -1.79999
82, -105, -1.79999
82, -104, -1.79999
82, -103, -1.79999
82, -102, -1.79999
82, -101, -1.79999
82, -100, -1.79999
82, -99, -1.80002
82, -98, -1.80005
82, -97, -1.79999
82, -96, -1.80019
82, -95, -1.79983
82, -94, -1.79882
82, -93, -1.79638
82, -92, -1.79284
82, -91, -1.79022
82, -90, -1.79534
82, -89, -1.79389
82, -88, -1.79545
82, -87, -999
82, -86, -1.79898
82, -85, -1.8211
82, -84, -1.24167
82, -83, -999
82, -82, -999
82, -81, -999
82, -80, -999
82, -79, -999
82, -78, -999
82, -77, -999
82, -76, -999
82, -75, -999
82, -74, -999
82, -73, -999
82, -72, -999
82, -71, -999
82, -70, -999
82, -69, -999
82, -68, -999
82, -67, -999
82, -66, -999
82, -65, -999
82, -64, -999
82, -63, -999
82, -62, -999
82, -61, -1.62745
82, -60, -1.62822
82, -59, -999
82, -58, -999
82, -57, -999
82, -56, -999
82, -55, -999
82, -54, -999
82, -53, -1.7875
82, -52, -1.79008
82, -51, -1.75641
82, -50, -1.73471
82, -49, -999
82, -48, -999
82, -47, -999
82, -46, -999
82, -45, -1.78967
82, -44, -999
82, -43, -999
82, -42, -999
82, -41, -999
82, -40, -999
82, -39, -999
82, -38, -999
82, -37, -999
82, -36, -999
82, -35, -999
82, -34, -999
82, -33, -999
82, -32, -999
82, -31, -1.77956
82, -30, -1.76142
82, -29, -1.74923
82, -28, -1.75411
82, -27, -1.76887
82, -26, -1.78339
82, -25, -1.79293
82, -24, -1.79767
82, -23, -999
82, -22, -999
82, -21, -1.79917
82, -20, -1.8075
82, -19, -1.8115
82, -18, -1.77712
82, -17, -1.69923
82, -16, -1.59849
82, -15, -1.44737
82, -14, -1.40515
82, -13, -1.40244
82, -12, -1.37183
82, -11, -1.37824
82, -10, -1.43298
82, -9, -1.48356
82, -8, -1.54241
82, -7, -1.58589
82, -6, -1.61334
82, -5, -1.63334
82, -4, -1.64622
82, -3, -1.64712
82, -2, -1.64638
82, -1, -1.6557
82, 0, -1.6706
82, 1, -1.68022
82, 2, -1.66717
82, 3, -1.63786
82, 4, -1.62282
82, 5, -1.63068
82, 6, -1.6426
82, 7, -1.65203
82, 8, -1.66488
82, 9, -1.69038
82, 10, -1.70145
82, 11, -1.68731
82, 12, -1.69014
82, 13, -1.69871
82, 14, -1.68619
82, 15, -1.64945
82, 16, -1.5931
82, 17, -1.49405
82, 18, -1.41707
82, 19, -1.32364
81, 20, 1.66532
81, 21, 1.50162
81, 22, 1.37375
81, 23, 1.16931
81, 24, 1.01145
81, 25, 0.890219
81, 26, 0.816986
81, 27, 0.592274
81, 28, 0.407945
81, 29, 0.176246
81, 30, -0.0342197
81, 31, -0.113699
81, 32, -0.142795
