Latitude, Longitude, Data Value
81, -23, -999
81, -22, -999
81, -21, 1.78021
81, -20, -999
81, -19, -999
81, -18, -999
81, -17, -999
81, -16, -999
81, -15, -999
81, -14, -999
81, -13, -999
81, -12, -999
81, -11, -999
81, -10, -999
81, -9, -999
81, -8, -999
81, -7, -999
81, -6, -999
81, -5, -999
81, -4, -999
81, -3, -999
81, -2, -999
81, -1, -999
81, 0, -999
81, 1, -999
81, 2, -999
81, 3, -999
81, 4, -999
81, 5, -999
81, 6, -999
81, 7, -999
81, 8, -999
81, 9, -999
81, 10, -999
81, 11, -999
81, 12, -999
81, 13, -999
81, 14, -999
81, 15, -999
81, 16, -999
81, 17, -999
81, 18, -999
81, 19, -999
80, 20, -999
80, 21, -999
80, 22, -999
80, 23, -999
80, 24, -999
80, 25, -999
80, 26, -999
80, 27, -999
80, 28, 0.43781
80, 29, 1.06979
80, 30, 0.526245
80, 31, 0.451488
80, 32, 0.466282
80, 33, 0.526682
80, 34, 1.12536
80, 35, -999
80, 36, -999
80, 37, -999
80, 38, -999
80, 39, -999
80, 40, -999
80, 41, -999
80, 42, -999
80, 43, -999
80, 44, -999
80, 45, -999
80, 46, -999
80, 47, -999
80, 48, -999
80, 49, 0.49681
80, 50, 0.476277
80, 51, -999
80, 52, -999
80, 53, -999
80, 54, -999
80, 55, -999
80, 56, -999
80, 57, -999
80, 58, -999
80, 59, -999
80, 60, 1.176
80, 61, -999
80, 62, -999
80, 63, -999
80, 64, -999
80, 65, -999
80, 66, -999
80, 67, -999
80, 68, -999
80, 69, -999
80, 70, -999
80, 71, -999
80, 72, -999
80, 73, -999
80, 74, -999
80, 75, -999
80, 76, -999
80, 77, -999
80, 78, -999
80, 79, -999
80, 80, -999
80, 81, -999
80, 82, -999
80, 83, -999
80, 84, -999
80, 85, -999
80, 86, -999
80, 87, -999
80, 88, -999
80, 89, -999
80, 90, -999
80, 91, 1.43433
80, 92, -999
80, 93, -999
80, 94, 3.97513
80, 95, -999
80, 96, -999
80, 97, -999
80, 98, 1.26676
80, 99, -999
80, 100, -999
80, 101, -999
80, 102, -999
80, 103, -999
80, 104, -999
80, 105, -999
80, 106, -999
80, 107, -999
80, 108, -999
80, 109, -999
80, 110, -999
80, 111, -999
80, 112, -999
80, 113, -999
80, 114, -999
80, 115, -999
80, 116, -999
80, 117, -999
80, 118, -999
80, 119, -999
80, 120, -999
80, 121, -999
80, 122, -999
80, 123, -999
80, 124, -999
80, 125, -999
80, 126, -999
80, 127, -999
80, 128, -999
80, 129, -999
80, 130, -999
80, 131, -999
80, 132, -999
80, 133, -999
80, 134, -999
80, 135, -999
80, 136, -999
80, 137, -999
80, 138, -999
80, 139, -999
80, 140, -999
80, 141, -999
80, 142, -999
80, 143, -999
80, 144, -999
80, 145, -999
80, 146, -999
80, 147, -999
80, 148, -999
80, 149, -999
80, 150, -999
80, 151, -999
80, 152, -999
80, 153, -999
80, 154, -999
80, 155, -999
80, 156, -999
80, 157, -999
80, 158, -999
80, 159, -999
80, 160, -999
80, 161, -999
80, 162, -999
80, 163, -999
80, 164, -999
80, 165, -999
80, 166, -999
80, 167, -999
80, 168, -999
80, 169, -999
80, 170, -999
80, 171, -999
80, 172, -999
80, 173, -999
80, 174, -999
80, 175, -999
80, 176, -999
80, 177, -999
80, 178, -999
80, 179, -999
80, 180, -999
80, -179, -999
80, -178, -999
80, -177, -999
80, -176, -999
80, -175, -999
80, -174, -999
80, -173, -999
80, -172, -999
80, -171, -999
80, -170, -999
80, -169, -999
80, -168, -999
80, -167, -999
80, -166, -999
80, -165, -999
80, -164, -999
80, -163, -999
80, -162, -999
80, -161, -999
80, -160, -999
80, -159, -999
80, -158, -999
80, -157, -999
80, -156, -999
80, -155, -999
80, -154, -999
80, -153, -999
80, -152, -999
80, -151, -999
80, -150, -999
80, -149, -999
80, -148, -999
80, -147, -999
80, -146, -999
80, -145, -999
80, -144, -999
80, -143, -999
80, -142, -999
80, -141, -999
80, -140, -999
80, -139, -999
80, -138, -999
80, -137, -999
80, -136, -999
80, -135, -999
80, -134, -999
80, -133, -999
80, -132, -999
80, -131, -999
80, -130, -999
80, -129, -999
80, -128, -999
80, -127, -999
80, -126, -999
80, -125, -999
80, -124, -999
80, -123, -999
80, -122, -999
80, -121, -999
80, -120, -999
80, -119, -999
80, -118, -999
80, -117, -999
80, -116, -999
80, -115, -999
80, -114, -999
80, -113, -999
80, -112, -999
80, -111, -999
80, -110, -999
80, -109, -999
80, -108, -999
80, -107, -999
80, -106, -999
80, -105, -999
80, -104, -999
80, -103, -999
80, -102, -999
80, -101, -999
80, -100, -999
80, -99, -999
80, -98, -999
80, -97, -999
80, -96, -999
80, -95, -999
80, -94, -999
80, -93, -999
80, -92, -999
80, -91, -999
80, -90, -999
80, -89, -999
80, -88, -999
80, -87, -999
80, -86, 1.14888
80, -85, -999
80, -84, -999
80, -83, -999
80, -82, -999
80, -81, -999
80, -80, -999
80, -79, -999
80, -78, -999
80, -77, -999
80, -76, -999
80, -75, -999
80, -74, -999
80, -73, -999
80, -72, -999
80, -71, -999
80, -70, -999
80, -69, -999
80, -68, -999
80, -67, -999
80, -66, 0.917678
80, -65, 1.18384
80, -64, 0.953012
80, -63, -999
80, -62, -999
80, -61, -999
80, -60, -999
80, -59, -999
80, -58, -999
